docid,term,count
2725_txt_interest,active,1
3563_txt_crude,active,1
3762_txt_interest,active,1
8349_txt_earn,active,1
8553_txt_crude,active,1
11888_txt_acq,actively,1
13043_txt_acq,actively,1
13649_txt_trade,actively,1
1718_txt_earn,actively,1
18621_txt_crude,actively,1
3117_txt_earn,actively,1
3534_txt_interest,actively,1
4510_txt_acq,actively,1
925_txt_trade,actively,1
9763_txt_trade,actively,1
10883_txt_acq,activities,1
11220_txt_earn,activities,1
11324_txt_acq,activities,1
1152_txt_earn,activities,1
12397_txt_earn,activities,1
1356_txt_trade,activities,1
1480_txt_acq,activities,1
15107_txt_earn,activities,1
15396_txt_earn,activities,1
17506_txt_acq,activities,1
20095_txt_crude,activities,1
2517_txt_crude,activities,1
3009_txt_acq,activities,1
4127_txt_acq,activities,1
4343_txt_acq,activities,1
5272_txt_acq,activities,1
5328_txt_earn,activities,1
6086_txt_crude,activities,1
7593_txt_acq,activities,2
7733_txt_acq,activities,1
7813_txt_acq,activities,1
7897_txt_acq,activities,1
835_txt_crude,activities,2
8449_txt_earn,activities,1
853_txt_acq,activities,1
8914_txt_crude,activities,1
9761_txt_earn,activities,1
10947_txt_crude,activity,1
110_txt_acq,activity,1
12073_txt_interest,activity,1
12848_txt_trade,activity,1
15384_txt_interest,activity,1
1616_txt_crude,activity,2
16607_txt_crude,activity,1
16649_txt_crude,activity,1
16723_txt_crude,activity,1
16961_txt_crude,activity,1
17429_txt_crude,activity,1
17433_txt_crude,activity,1
17470_txt_interest,activity,1
19167_txt_interest,activity,1
19483_txt_interest,activity,1
19998_txt_crude,activity,1
20021_txt_interest,activity,1
237_txt_crude,activity,1
242_txt_crude,activity,1
3449_txt_interest,activity,1
3528_txt_interest,activity,1
3563_txt_crude,activity,5
3931_txt_trade,activity,1
4067_txt_earn,activity,1
4127_txt_acq,activity,1
5127_txt_interest,activity,2
5511_txt_earn,activity,1
6346_txt_acq,activity,2
8553_txt_crude,activity,1
8599_txt_trade,activity,1
8725_txt_trade,activity,1
1460_txt_earn,acton,1
17738_txt_acq,acton,1
18155_txt_earn,acton,1
10311_txt_acq,acts,1
10455_txt_trade,acts,1
15939_txt_crude,acts,1
11076_txt_trade,actual,1
12389_txt_earn,actual,1
17335_txt_trade,actual,1
17429_txt_crude,actual,1
18252_txt_acq,actual,1
2121_txt_crude,actual,1
2383_txt_crude,actual,1
2522_txt_crude,actual,1
3507_txt_crude,actual,1
5244_txt_crude,actual,1
5954_txt_trade,actual,1
6964_txt_trade,actual,1
925_txt_trade,actual,1
11455_txt_crude,actually,1
14982_txt_acq,actually,1
15149_txt_acq,actually,1
16588_txt_earn,actually,1
17023_txt_trade,actually,1
17429_txt_crude,actually,1
17431_txt_crude,actually,1
18621_txt_crude,actually,1
21197_txt_crude,actually,1
2953_txt_acq,acuisition,1
13005_txt_acq,acuqire,1
14154_txt_acq,acuqisition,1
20262_txt_interest,acute,1
21412_txt_earn,acy,1
17816_txt_crude,ad,1
11878_txt_earn,adams,1
6125_txt_crude,adams,3
2970_txt_crude,adana,1
6125_txt_crude,adapingthe,1
13908_txt_trade,adapt,1
6090_txt_acq,adapt,1
20634_txt_earn,adb,1
10464_txt_interest,add,2
1078_txt_interest,add,3
1152_txt_earn,add,1
11575_txt_earn,add,1
11746_txt_interest,add,1
11981_txt_acq,add,1
12680_txt_crude,add,1
16685_txt_acq,add,1
19331_txt_acq,add,1
19433_txt_trade,add,1
21261_txt_acq,add,1
2155_txt_interest,add,3
2228_txt_interest,add,1
372_txt_acq,add,1
4804_txt_earn,add,1
6111_txt_crude,add,1
6352_txt_interest,add,1
6432_txt_crude,add,1
6716_txt_trade,add,1
704_txt_crude,add,1
8598_txt_crude,add,1
8802_txt_interest,add,3
9072_txt_earn,add,1
9293_txt_crude,add,1
9943_txt_interest,add,2
1015_txt_earn,added,1
1022_txt_trade,added,1
10233_txt_earn,added,1
10238_txt_acq,added,1
10255_txt_trade,added,1
10398_txt_earn,added,1
10455_txt_trade,added,1
10530_txt_trade,added,1
10632_txt_crude,added,2
10665_txt_trade,added,1
10781_txt_trade,added,1
10822_txt_earn,added,1
110_txt_acq,added,1
11007_txt_crude,added,1
11100_txt_crude,added,1
11198_txt_trade,added,2
11287_txt_trade,added,1
11352_txt_trade,added,1
11444_txt_crude,added,1
11545_txt_trade,added,1
11580_txt_trade,added,1
11763_txt_acq,added,1
1201_txt_trade,added,1
12044_txt_earn,added,1
12173_txt_acq,added,1
12197_txt_interest,added,1
12305_txt_acq,added,1
12389_txt_earn,added,1
12397_txt_earn,added,1
12454_txt_acq,added,1
12457_txt_trade,added,1
12473_txt_trade,added,1
12521_txt_earn,added,1
12602_txt_trade,added,1
12604_txt_trade,added,1
12623_txt_trade,added,1
12680_txt_crude,added,1
12759_txt_acq,added,1
1276_txt_acq,added,1
13045_txt_trade,added,1
13046_txt_trade,added,2
1306_txt_crude,added,2
13103_txt_acq,added,1
13115_txt_crude,added,2
13174_txt_earn,added,1
13194_txt_acq,added,1
13236_txt_crude,added,3
1343_txt_crude,added,1
1356_txt_trade,added,1
13649_txt_trade,added,3
14199_txt_trade,added,1
14220_txt_trade,added,1
144_txt_crude,added,1
14739_txt_trade,added,1
1477_txt_acq,added,1
1478_txt_trade,added,1
14843_txt_acq,added,1
15149_txt_acq,added,1
15223_txt_trade,added,1
15239_txt_acq,added,1
15396_txt_earn,added,1
16075_txt_interest,added,2
16094_txt_trade,added,1
16176_txt_acq,added,1
16215_txt_acq,added,1
16357_txt_trade,added,1
16636_txt_crude,added,2
16658_txt_crude,added,1
16677_txt_acq,added,1
16723_txt_crude,added,3
16774_txt_trade,added,1
16777_txt_trade,added,1
16787_txt_trade,added,1
16794_txt_trade,added,1
16856_txt_trade,added,1
1692_txt_crude,added,1
16926_txt_trade,added,2
16929_txt_trade,added,1
16935_txt_trade,added,1
16957_txt_trade,added,1
16961_txt_crude,added,1
16970_txt_trade,added,1
16985_txt_trade,added,2
17023_txt_trade,added,1
17074_txt_trade,added,1
17083_txt_trade,added,1
1718_txt_earn,added,2
17199_txt_crude,added,1
17212_txt_acq,added,1
17236_txt_crude,added,1
17291_txt_crude,added,1
17298_txt_crude,added,1
17329_txt_crude,added,2
17335_txt_trade,added,1
17365_txt_crude,added,1
1739_txt_acq,added,1
17405_txt_crude,added,1
17419_txt_crude,added,2
17433_txt_crude,added,2
17448_txt_interest,added,1
17449_txt_trade,added,1
17452_txt_trade,added,1
17573_txt_acq,added,1
17618_txt_crude,added,1
17625_txt_acq,added,1
17816_txt_crude,added,1
18085_txt_crude,added,1
1809_txt_trade,added,1
18104_txt_trade,added,1
18148_txt_trade,added,1
18252_txt_acq,added,4
18302_txt_trade,added,1
1839_txt_trade,added,1
18472_txt_trade,added,1
18530_txt_acq,added,1
18667_txt_acq,added,1
18688_txt_acq,added,1
18774_txt_crude,added,1
18867_txt_trade,added,1
18938_txt_acq,added,1
18992_txt_trade,added,1
19033_txt_trade,added,1
19167_txt_interest,added,2
19293_txt_trade,added,1
19377_txt_trade,added,1
19378_txt_acq,added,1
19499_txt_crude,added,1
19539_txt_trade,added,1
19557_txt_interest,added,2
19837_txt_acq,added,1
20021_txt_interest,added,1
20039_txt_acq,added,1
20262_txt_interest,added,1
2064_txt_interest,added,1
20865_txt_trade,added,1
20878_txt_crude,added,2
21357_txt_acq,added,1
2228_txt_interest,added,1
225_txt_interest,added,1
236_txt_crude,added,1
2374_txt_acq,added,1
246_txt_crude,added,1
2596_txt_acq,added,1
2620_txt_trade,added,1
2775_txt_crude,added,3
2783_txt_acq,added,1
2799_txt_acq,added,1
2897_txt_acq,added,1
2979_txt_interest,added,3
3115_txt_crude,added,1
3264_txt_acq,added,1
3430_txt_crude,added,1
3446_txt_trade,added,1
3449_txt_interest,added,1
3528_txt_interest,added,1
3534_txt_interest,added,1
3556_txt_crude,added,1
3571_txt_crude,added,1
3777_txt_earn,added,1
3884_txt_earn,added,1
3931_txt_trade,added,1
4031_txt_trade,added,1
4039_txt_crude,added,1
4041_txt_crude,added,2
4055_txt_acq,added,1
4097_txt_earn,added,1
4125_txt_crude,added,2
4127_txt_acq,added,2
4129_txt_crude,added,1
4174_txt_crude,added,2
436_txt_acq,added,1
4465_txt_acq,added,1
4510_txt_acq,added,1
4593_txt_crude,added,1
4632_txt_trade,added,1
4654_txt_trade,added,1
4662_txt_crude,added,1
4664_txt_crude,added,1
4689_txt_crude,added,2
4713_txt_crude,added,1
4714_txt_crude,added,1
4717_txt_trade,added,1
5127_txt_interest,added,1
5162_txt_acq,added,1
5210_txt_earn,added,1
5235_txt_interest,added,1
5236_txt_trade,added,1
5268_txt_crude,added,1
5299_txt_acq,added,1
5371_txt_trade,added,1
5376_txt_trade,added,1
5511_txt_earn,added,1
5561_txt_trade,added,1
5684_txt_trade,added,3
5692_txt_trade,added,3
5717_txt_trade,added,1
5752_txt_trade,added,1
5796_txt_crude,added,1
5850_txt_trade,added,2
5902_txt_acq,added,1
5954_txt_trade,added,1
5973_txt_trade,added,1
6060_txt_crude,added,1
6090_txt_acq,added,1
6166_txt_crude,added,1
6177_txt_crude,added,5
6201_txt_crude,added,1
6301_txt_crude,added,1
6346_txt_acq,added,1
6369_txt_interest,added,1
6413_txt_crude,added,1
6716_txt_trade,added,1
6791_txt_crude,added,1
6944_txt_acq,added,1
718_txt_trade,added,1
7319_txt_acq,added,1
7355_txt_crude,added,1
7659_txt_acq,added,1
7679_txt_acq,added,1
7684_txt_crude,added,1
7897_txt_acq,added,1
8029_txt_trade,added,1
8080_txt_trade,added,1
8091_txt_acq,added,2
8106_txt_trade,added,1
8131_txt_crude,added,1
8141_txt_trade,added,2
8186_txt_trade,added,1
8198_txt_trade,added,1
8472_txt_acq,added,1
853_txt_acq,added,2
8608_txt_trade,added,1
8637_txt_trade,added,1
8666_txt_acq,added,1
8676_txt_trade,added,1
8677_txt_interest,added,1
8765_txt_crude,added,1
8944_txt_acq,added,1
8991_txt_interest,added,1
9015_txt_trade,added,1
918_txt_crude,added,1
9184_txt_trade,added,1
9194_txt_trade,added,1
925_txt_trade,added,2
9432_txt_acq,added,1
9527_txt_crude,added,1
9532_txt_trade,added,1
9712_txt_trade,added,1
9761_txt_earn,added,2
9763_txt_trade,added,1
9777_txt_trade,added,1
982_txt_acq,added,1
9844_txt_acq,added,1
8106_txt_trade,addedif,1
8186_txt_trade,addedif,1
5071_txt_earn,addedvalue,1
10375_txt_trade,adding,2
10455_txt_trade,adding,1
10625_txt_trade,adding,1
11007_txt_crude,adding,1
11324_txt_acq,adding,1
11460_txt_trade,adding,2
11498_txt_trade,adding,1
11723_txt_crude,adding,1
11916_txt_acq,adding,1
1210_txt_trade,adding,1
12472_txt_trade,adding,1
12602_txt_trade,adding,1
12680_txt_crude,adding,1
12803_txt_crude,adding,2
15239_txt_acq,adding,1
15736_txt_earn,adding,1
16095_txt_trade,adding,1
16723_txt_crude,adding,3
17245_txt_trade,adding,1
17274_txt_trade,adding,1
17359_txt_crude,adding,1
17365_txt_crude,adding,1
17433_txt_crude,adding,2
17573_txt_acq,adding,1
1809_txt_trade,adding,1
18186_txt_crude,adding,1
1836_txt_acq,adding,1
18448_txt_crude,adding,1
18577_txt_acq,adding,1
18663_txt_acq,adding,1
19511_txt_interest,adding,1
1963_txt_trade,adding,1
19880_txt_acq,adding,1
20262_txt_interest,adding,1
20632_txt_crude,adding,1
21131_txt_crude,adding,1
2383_txt_crude,adding,1
3039_txt_acq,adding,1
3430_txt_crude,adding,1
3563_txt_crude,adding,1
3571_txt_crude,adding,1
3762_txt_interest,adding,1
4174_txt_crude,adding,1
4340_txt_crude,adding,1
5235_txt_interest,adding,1
5752_txt_trade,adding,1
6177_txt_crude,adding,1
7355_txt_crude,adding,1
7477_txt_trade,adding,1
8091_txt_acq,adding,1
8598_txt_crude,adding,1
8610_txt_crude,adding,1
8672_txt_crude,adding,1
9603_txt_trade,adding,1
9763_txt_trade,adding,1
19273_txt_trade,addis,1
11076_txt_trade,addition,1
11177_txt_acq,addition,1
11574_txt_trade,addition,1
12602_txt_trade,addition,1
13946_txt_trade,addition,1
14982_txt_acq,addition,1
15352_txt_trade,addition,1
15900_txt_acq,addition,1
16278_txt_earn,addition,1
17212_txt_acq,addition,1
1739_txt_acq,addition,1
17488_txt_acq,addition,1
17812_txt_acq,addition,1
18234_txt_crude,addition,1
18467_txt_acq,addition,1
19241_txt_acq,addition,1
19666_txt_acq,addition,1
19833_txt_acq,addition,1
20021_txt_interest,addition,1
20632_txt_crude,addition,1
21404_txt_acq,addition,1
2449_txt_crude,addition,1
3446_txt_trade,addition,1
3534_txt_interest,addition,1
3841_txt_earn,addition,1
3884_txt_earn,addition,1
4143_txt_earn,addition,1
4510_txt_acq,addition,1
4692_txt_earn,addition,1
5071_txt_earn,addition,1
5077_txt_acq,addition,1
5244_txt_crude,addition,1
5465_txt_acq,addition,1
6023_txt_crude,addition,1
6282_txt_acq,addition,1
6432_txt_crude,addition,1
6752_txt_earn,addition,1
6922_txt_interest,addition,1
8117_txt_crude,addition,1
8131_txt_crude,addition,1
8141_txt_trade,addition,1
8244_txt_trade,addition,1
853_txt_acq,addition,1
9072_txt_earn,addition,1
9618_txt_earn,addition,1
10233_txt_earn,additional,1
10347_txt_trade,additional,2
10462_txt_acq,additional,1
10784_txt_acq,additional,1
11025_txt_crude,additional,1
1103_txt_acq,additional,1
11574_txt_trade,additional,1
11643_txt_earn,additional,1
11717_txt_earn,additional,1
11763_txt_acq,additional,1
12374_txt_acq,additional,1
1359_txt_earn,additional,1
15312_txt_earn,additional,2
17004_txt_acq,additional,1
17075_txt_trade,additional,1
17083_txt_trade,additional,1
1729_txt_acq,additional,1
17419_txt_crude,additional,2
17433_txt_crude,additional,1
17573_txt_acq,additional,2
17593_txt_interest,additional,1
1798_txt_acq,additional,1
19483_txt_interest,additional,1
19737_txt_acq,additional,1
19760_txt_acq,additional,1
19832_txt_crude,additional,1
19880_txt_acq,additional,1
19943_txt_acq,additional,1
20653_txt_crude,additional,1
20775_txt_acq,additional,1
20787_txt_trade,additional,2
21376_txt_acq,additional,1
21412_txt_earn,additional,1
21466_txt_acq,additional,1
2449_txt_crude,additional,1
2552_txt_acq,additional,1
2783_txt_acq,additional,1
2799_txt_acq,additional,1
2802_txt_acq,additional,4
2890_txt_earn,additional,1
3115_txt_crude,additional,1
4028_txt_crude,additional,1
4039_txt_crude,additional,1
4129_txt_crude,additional,1
4143_txt_earn,additional,1
4465_txt_acq,additional,2
4609_txt_crude,additional,1
5119_txt_crude,additional,1
5667_txt_acq,additional,1
6166_txt_crude,additional,1
6201_txt_crude,additional,1
6282_txt_acq,additional,1
7475_txt_acq,additional,1
8096_txt_earn,additional,1
8258_txt_earn,additional,1
8553_txt_crude,additional,1
9155_txt_crude,additional,1
918_txt_crude,additional,1
17513_txt_acq,additionally,1
17993_txt_acq,additionally,1
5643_txt_acq,additionally,1
5973_txt_trade,additionally,1
12521_txt_earn,additions,1
9818_txt_earn,additions,1
8802_txt_interest,addneed,1
11149_txt_crude,address,1
12521_txt_earn,address,1
12602_txt_trade,address,1
144_txt_crude,address,3
16788_txt_trade,address,1
16963_txt_trade,address,1
17201_txt_trade,address,2
17269_txt_trade,address,2
17305_txt_trade,address,1
20829_txt_trade,address,1
5507_txt_trade,address,1
8029_txt_trade,address,1
8637_txt_trade,address,1
144_txt_crude,addressed,1
7576_txt_earn,addressed,1
11118_txt_crude,addressing,1
16788_txt_trade,addressing,1
20869_txt_crude,addressing,1
6177_txt_crude,addressing,1
1125_txt_interest,adds,1
11425_txt_interest,adds,1
15096_txt_interest,adds,1
16409_txt_acq,adds,1
16723_txt_crude,adds,1
6346_txt_acq,adds,1
8344_txt_interest,adds,1
11210_txt_acq,adelaide,2
19492_txt_crude,adelaide,1
4621_txt_earn,adelaide,2
21502_txt_crude,aden,2
17812_txt_acq,adequacy,1
13321_txt_interest,adequate,1
13543_txt_interest,adequate,1
13946_txt_trade,adequate,1
16257_txt_trade,adequate,1
16588_txt_earn,adequate,1
17075_txt_trade,adequate,1
19181_txt_acq,adequate,1
853_txt_acq,adequate,1
8029_txt_trade,adequately,1
15154_txt_trade,adhere,2
19559_txt_crude,adhere,1
19560_txt_crude,adhere,1
5167_txt_crude,adhere,3
5273_txt_crude,adhere,3
3509_txt_crude,adhered,1
3571_txt_crude,adhered,1
5270_txt_crude,adhered,1
16658_txt_crude,adherence,1
18104_txt_trade,adherence,1
19556_txt_crude,adherence,1
248_txt_crude,adherence,1
10665_txt_trade,adhering,1
10781_txt_trade,adhering,1
18104_txt_trade,adhering,1
2121_txt_crude,adhering,2
248_txt_crude,adhering,1
3455_txt_crude,adhering,1
352_txt_crude,adhering,1
3571_txt_crude,adhering,1
4174_txt_crude,adhering,1
11954_txt_acq,adhesives,1
18663_txt_acq,adjourn,1
19766_txt_acq,adjourn,1
7319_txt_acq,adjourn,1
19766_txt_acq,adjourned,1
10255_txt_trade,adjust,1
12286_txt_crude,adjust,2
12623_txt_trade,adjust,2
2417_txt_trade,adjust,1
5270_txt_crude,adjust,2
7085_txt_earn,adjust,1
8606_txt_crude,adjust,2
3360_txt_interest,adjustable,3
13008_txt_interest,adjustablerate,1
10097_txt_earn,adjusted,1
11220_txt_earn,adjusted,2
11320_txt_earn,adjusted,1
11941_txt_interest,adjusted,1
12010_txt_interest,adjusted,1
12016_txt_interest,adjusted,1
12040_txt_interest,adjusted,1
12774_txt_interest,adjusted,2
12880_txt_interest,adjusted,1
12912_txt_interest,adjusted,1
12919_txt_interest,adjusted,1
1315_txt_earn,adjusted,1
14427_txt_earn,adjusted,1
1461_txt_earn,adjusted,1
15430_txt_trade,adjusted,1
15550_txt_interest,adjusted,1
15560_txt_interest,adjusted,1
15579_txt_interest,adjusted,1
15610_txt_interest,adjusted,1
16274_txt_interest,adjusted,1
16297_txt_earn,adjusted,1
16377_txt_earn,adjusted,1
16417_txt_earn,adjusted,1
16641_txt_earn,adjusted,1
17630_txt_earn,adjusted,1
17875_txt_crude,adjusted,1
18028_txt_earn,adjusted,1
18938_txt_acq,adjusted,1
18955_txt_earn,adjusted,1
202_txt_earn,adjusted,1
21114_txt_earn,adjusted,1
21346_txt_earn,adjusted,1
2227_txt_earn,adjusted,1
2757_txt_earn,adjusted,1
4115_txt_trade,adjusted,1
4155_txt_earn,adjusted,1
449_txt_earn,adjusted,1
5034_txt_earn,adjusted,1
5508_txt_trade,adjusted,2
8292_txt_earn,adjusted,1
9333_txt_earn,adjusted,1
9875_txt_earn,adjusted,1
10233_txt_earn,adjustment,1
10347_txt_trade,adjustment,2
11123_txt_earn,adjustment,1
12286_txt_crude,adjustment,1
12774_txt_interest,adjustment,1
13046_txt_trade,adjustment,6
13231_txt_interest,adjustment,1
1499_txt_trade,adjustment,2
17519_txt_crude,adjustment,1
18472_txt_trade,adjustment,1
20038_txt_interest,adjustment,1
21491_txt_interest,adjustment,1
2417_txt_trade,adjustment,1
4277_txt_acq,adjustment,1
4513_txt_trade,adjustment,1
5543_txt_earn,adjustment,1
7085_txt_earn,adjustment,1
8747_txt_trade,adjustment,3
9549_txt_earn,adjustment,1
15739_txt_acq,adjustments,1
16354_txt_earn,adjustments,1
17892_txt_crude,adjustments,1
19033_txt_trade,adjustments,1
3596_txt_acq,adjustments,1
4654_txt_trade,adjustments,1
4717_txt_trade,adjustments,1
7135_txt_trade,adjustments,1
8069_txt_crude,adjustments,2
12010_txt_interest,adjusts,1
12908_txt_interest,adjusts,1
12912_txt_interest,adjusts,1
15578_txt_interest,adjusts,1
15579_txt_interest,adjusts,1
7085_txt_earn,adjusts,1
8478_txt_crude,adkerson,1
16992_txt_acq,admar,3
11444_txt_crude,administer,1
6926_txt_trade,administered,1
12094_txt_acq,administering,1
10264_txt_trade,administration,1
10665_txt_trade,administration,1
10781_txt_trade,administration,1
10905_txt_trade,administration,2
11118_txt_crude,administration,1
11455_txt_crude,administration,1
11460_txt_trade,administration,1
11545_txt_trade,administration,2
1197_txt_trade,administration,1
12027_txt_interest,administration,1
12602_txt_trade,administration,1
1276_txt_acq,administration,1
12848_txt_trade,administration,3
15352_txt_trade,administration,1
15666_txt_trade,administration,2
16094_txt_trade,administration,1
16357_txt_trade,administration,1
16871_txt_trade,administration,2
16926_txt_trade,administration,3
16970_txt_trade,administration,1
17003_txt_crude,administration,1
17216_txt_trade,administration,2
17236_txt_crude,administration,2
17245_txt_trade,administration,1
17274_txt_trade,administration,1
17277_txt_trade,administration,2
17298_txt_crude,administration,2
17335_txt_trade,administration,1
17405_txt_crude,administration,1
17431_txt_crude,administration,1
1809_txt_trade,administration,2
19285_txt_crude,administration,1
19377_txt_trade,administration,1
19433_txt_trade,administration,1
20632_txt_crude,administration,1
20662_txt_crude,administration,1
20787_txt_trade,administration,2
21187_txt_trade,administration,1
21369_txt_crude,administration,3
21391_txt_trade,administration,1
342_txt_trade,administration,2
3534_txt_interest,administration,4
3980_txt_crude,administration,1
3982_txt_interest,administration,2
4026_txt_trade,administration,2
4903_txt_trade,administration,1
5160_txt_trade,administration,1
5288_txt_trade,administration,1
5376_txt_trade,administration,4
5561_txt_trade,administration,4
5796_txt_crude,administration,2
5895_txt_trade,administration,1
5954_txt_trade,administration,1
6119_txt_crude,administration,1
6169_txt_crude,administration,1
6578_txt_crude,administration,3
6716_txt_trade,administration,1
6746_txt_crude,administration,2
6757_txt_trade,administration,1
6926_txt_trade,administration,4
696_txt_earn,administration,1
7135_txt_trade,administration,1
7529_txt_crude,administration,3
7611_txt_crude,administration,3
8044_txt_trade,administration,1
8765_txt_crude,administration,2
9015_txt_trade,administration,1
9051_txt_trade,administration,1
9315_txt_trade,administration,1
939_txt_acq,administration,1
9515_txt_trade,administration,2
991_txt_trade,administration,1
10355_txt_trade,administrations,1
10905_txt_trade,administrations,1
11314_txt_interest,administrations,1
11487_txt_trade,administrations,1
12602_txt_trade,administrations,1
17023_txt_trade,administrations,1
1711_txt_crude,administrations,1
17335_txt_trade,administrations,1
19377_txt_trade,administrations,1
3204_txt_crude,administrations,1
342_txt_trade,administrations,1
4552_txt_trade,administrations,1
5964_txt_trade,administrations,1
6264_txt_crude,administrations,1
7135_txt_trade,administrations,1
8252_txt_trade,administrations,1
8602_txt_trade,administrations,1
8663_txt_trade,administrations,1
8982_txt_trade,administrations,1
16207_txt_earn,administrative,1
18040_txt_acq,administrative,1
19760_txt_acq,administrative,3
2417_txt_trade,administrator,1
18104_txt_trade,administrtation,1
14199_txt_trade,adminsitration,1
7715_txt_acq,admiral,1
10355_txt_trade,admission,1
1839_txt_trade,admission,2
1808_txt_acq,admissions,1
1022_txt_trade,admit,1
17199_txt_crude,admit,1
17816_txt_crude,admit,1
925_txt_trade,admit,1
10623_txt_trade,admitted,1
15230_txt_crude,admitted,1
16985_txt_trade,admitted,1
20048_txt_interest,admitted,1
342_txt_trade,admitted,1
3534_txt_interest,admitted,1
8252_txt_trade,admitted,1
16992_txt_acq,admro,1
8096_txt_earn,adnan,1
16658_txt_crude,adnoc,4
16658_txt_crude,adnocs,1
20634_txt_earn,adobe,1
8051_txt_earn,adobe,1
16963_txt_trade,adopt,1
1711_txt_crude,adopt,1
3192_txt_interest,adopt,1
3449_txt_interest,adopt,1
3528_txt_interest,adopt,1
4692_txt_earn,adopt,1
8151_txt_trade,adopt,1
9795_txt_trade,adopt,1
13041_txt_acq,adopted,1
15939_txt_crude,adopted,1
16409_txt_acq,adopted,1
16935_txt_trade,adopted,1
16957_txt_trade,adopted,1
17892_txt_crude,adopted,1
18835_txt_trade,adopted,1
1990_txt_crude,adopted,1
20216_txt_acq,adopted,1
21357_txt_acq,adopted,1
2500_txt_acq,adopted,2
3364_txt_crude,adopted,1
714_txt_acq,adopted,1
732_txt_acq,adopted,1
8023_txt_acq,adopted,1
8141_txt_trade,adopted,1
8244_txt_trade,adopted,1
8635_txt_trade,adopted,1
8667_txt_trade,adopted,1
8747_txt_trade,adopted,1
9532_txt_trade,adopted,1
1692_txt_crude,adopting,1
338_txt_trade,adopting,1
12698_txt_acq,adoption,1
15939_txt_crude,adoption,1
2806_txt_earn,adoption,1
5752_txt_trade,adoption,1
5895_txt_trade,adoption,1
7521_txt_trade,adoption,1
7626_txt_trade,adoption,1
13041_txt_acq,adopts,1
732_txt_acq,adopts,1
8023_txt_acq,adopts,1
16794_txt_trade,adqeuate,1
19559_txt_crude,adressed,1
17478_txt_crude,adrian,1
21551_txt_earn,ads,1
11210_txt_acq,adsas,1
4621_txt_earn,adsas,1
4277_txt_acq,adss,1
11210_txt_acq,adsteam,6
4621_txt_earn,adsteam,7
11210_txt_acq,adsteams,1
4621_txt_earn,adsteams,3
10918_txt_acq,advance,1
15230_txt_crude,advance,2
19483_txt_interest,advance,2
2802_txt_acq,advance,1
3711_txt_acq,advance,1
6086_txt_crude,advance,1
6352_txt_interest,advance,1
7085_txt_earn,advance,1
8029_txt_trade,advance,1
9509_txt_acq,advance,1
11397_txt_trade,advanced,1
14540_txt_earn,advanced,2
16970_txt_trade,advanced,1
17329_txt_crude,advanced,1
17365_txt_crude,advanced,1
17433_txt_crude,advanced,1
1808_txt_acq,advanced,1
20865_txt_trade,advanced,1
3446_txt_trade,advanced,1
4055_txt_acq,advanced,1
4201_txt_acq,advanced,1
5396_txt_acq,advanced,1
5643_txt_acq,advanced,1
7355_txt_crude,advanced,1
1694_txt_acq,advances,1
18520_txt_interest,advances,1
2322_txt_acq,advances,1
4067_txt_earn,advances,3
8137_txt_interest,advances,1
9072_txt_earn,advances,1
9742_txt_acq,advances,1
12201_txt_earn,advancing,1
10347_txt_trade,advantage,1
11198_txt_trade,advantage,1
144_txt_crude,advantage,1
14826_txt_trade,advantage,1
16257_txt_trade,advantage,1
17199_txt_crude,advantage,1
2546_txt_acq,advantage,1
3446_txt_trade,advantage,1
3563_txt_crude,advantage,1
3571_txt_crude,advantage,1
4027_txt_trade,advantage,2
4593_txt_crude,advantage,1
4970_txt_acq,advantage,1
6125_txt_crude,advantage,1
797_txt_acq,advantage,1
8991_txt_interest,advantage,1
5667_txt_acq,advantageous,1
6177_txt_crude,advantageous,1
11198_txt_trade,advantages,1
7477_txt_trade,advantages,1
21369_txt_crude,adventure,1
21369_txt_crude,adventurism,2
21369_txt_crude,adventurist,1
10642_txt_trade,adverse,1
10779_txt_trade,adverse,1
11460_txt_trade,adverse,1
1152_txt_earn,adverse,1
15666_txt_trade,adverse,1
16856_txt_trade,adverse,1
19775_txt_interest,adverse,1
9053_txt_earn,adverse,1
10255_txt_trade,adversely,1
16434_txt_earn,adversely,1
2500_txt_acq,adversely,1
4835_txt_trade,adversely,1
8117_txt_crude,adversely,1
342_txt_trade,adverserial,1
4733_txt_acq,advertisement,1
8204_txt_acq,advertisement,1
8690_txt_acq,advertisement,1
8691_txt_acq,advertisement,1
6818_txt_acq,advertisers,1
19380_txt_acq,advertisersupported,1
1103_txt_acq,advertising,1
17746_txt_acq,advertising,4
19191_txt_interest,advertising,1
6818_txt_acq,advertising,1
7362_txt_acq,advertising,1
20039_txt_acq,advice,1
4135_txt_acq,advice,1
6819_txt_acq,advice,1
8252_txt_trade,advice,1
5739_txt_acq,advise,1
11397_txt_trade,advised,1
11916_txt_acq,advised,2
17194_txt_trade,advised,2
17256_txt_trade,advised,1
17304_txt_trade,advised,2
19557_txt_interest,advised,2
20008_txt_crude,advised,2
2638_txt_acq,advised,1
2783_txt_acq,advised,2
2802_txt_acq,advised,1
3039_txt_acq,advised,1
4488_txt_acq,advised,1
5123_txt_crude,advised,1
5125_txt_crude,advised,1
5281_txt_crude,advised,1
17004_txt_acq,adviser,1
1836_txt_acq,adviser,1
18938_txt_acq,adviser,1
19241_txt_acq,adviser,2
19760_txt_acq,adviser,1
2175_txt_crude,adviser,1
